ring_key,typology,ring_size,span_days,distinct_senders,distinct_receivers,distinct_formats,first_ts,last_ts,distinct_accounts,distinct_currencies,split
LI-Small::100,GATHER-SCATTER,15,7.777083333333334,4,13,1,2022-09-09 07:53:00,2022-09-17 02:32:00,16,2,LI-Small
LI-Small::47,BIPARTITE,10,1.6263888888888889,10,10,1,2022-09-05 01:36:00,2022-09-06 16:38:00,20,3,LI-Small
LI-Small::48,RANDOM,7,1.7638888888888888,7,7,1,2022-09-04 19:02:00,2022-09-06 13:22:00,8,2,LI-Small
LI-Small::49,FAN-OUT,13,3.941666666666667,1,13,1,2022-09-04 19:41:00,2022-09-08 18:17:00,14,3,LI-Small
LI-Small::69,SCATTER-GATHER,20,3.7375,11,11,1,2022-09-06 07:08:00,2022-09-10 00:50:00,12,2,LI-Small
LI-Small::6,RANDOM,4,1.9506944444444445,4,4,1,2022-09-01 09:48:00,2022-09-03 08:37:00,5,2,LI-Small
LI-Small::87,FAN-OUT,7,3.5708333333333333,2,7,2,2022-09-07 20:27:00,2022-09-11 10:09:00,9,3,LI-Small
LI-Small::20,GATHER-SCATTER,18,7.510416666666667,3,17,1,2022-09-02 12:15:00,2022-09-10 00:30:00,19,3,LI-Small
LI-Small::77,SCATTER-GATHER,2,3.482638888888889,2,2,1,2022-09-07 04:38:00,2022-09-10 16:13:00,2,1,LI-Small
LI-Small::0,FAN-IN,3,2.479861111111111,3,1,1,2022-09-01 02:38:00,2022-09-03 14:09:00,4,1,LI-Small
LI-Small::106,CYCLE,4,1.207638888888889,4,4,1,2022-09-10 01:14:00,2022-09-11 06:13:00,4,3,LI-Small
LI-Small::7,FAN-OUT,3,3.2444444444444445,1,3,1,2022-09-01 10:31:00,2022-09-04 16:23:00,4,2,LI-Small
LI-Small::8,FAN-IN,13,3.9805555555555556,13,1,1,2022-09-01 15:20:00,2022-09-05 14:52:00,14,1,LI-Small
LI-Small::93,FAN-IN,1,0.0,1,1,1,2022-09-08 08:18:00,2022-09-08 08:18:00,2,1,LI-Small
LI-Small::94,CYCLE,3,3.759027777777778,3,3,1,2022-09-08 08:25:00,2022-09-12 02:38:00,3,2,LI-Small
LI-Small::113,FAN-OUT,8,3.3930555555555557,1,8,1,2022-09-10 14:34:00,2022-09-14 00:00:00,9,2,LI-Small
LI-Small::12,FAN-OUT,15,3.982638888888889,1,15,1,2022-09-01 20:06:00,2022-09-05 19:41:00,16,3,LI-Small
LI-Small::13,FAN-OUT,15,3.8444444444444446,1,15,1,2022-09-01 20:28:00,2022-09-05 16:44:00,16,3,LI-Small
LI-Small::31,GATHER-SCATTER,24,7.424305555555556,17,9,1,2022-09-03 05:45:00,2022-09-10 15:56:00,25,2,LI-Small
LI-Small::81,CYCLE,7,3.9090277777777778,7,7,1,2022-09-07 10:04:00,2022-09-11 07:53:00,7,2,LI-Small
LI-Small::11,FAN-IN,6,3.78125,6,1,1,2022-09-01 17:02:00,2022-09-05 11:47:00,7,1,LI-Small
LI-Small::72,BIPARTITE,8,1.6881944444444446,8,8,1,2022-09-06 18:16:00,2022-09-08 10:47:00,16,2,LI-Small
LI-Small::45,CYCLE,2,3.6909722222222223,2,2,1,2022-09-04 15:41:00,2022-09-08 08:16:00,2,1,LI-Small
LI-Small::46,FAN-IN,10,3.9659722222222222,10,1,1,2022-09-04 18:04:00,2022-09-08 17:15:00,11,1,LI-Small
LI-Small::85,RANDOM,10,3.4854166666666666,10,10,1,2022-09-07 18:57:00,2022-09-11 06:36:00,11,1,LI-Small
LI-Small::51,RANDOM,2,1.7375,2,2,1,2022-09-04 21:12:00,2022-09-06 14:54:00,3,1,LI-Small
LI-Small::102,SCATTER-GATHER,2,0.15486111111111112,2,2,1,2022-09-09 14:55:00,2022-09-09 18:38:00,2,1,LI-Small
LI-Small::104,BIPARTITE,14,1.5333333333333334,14,14,1,2022-09-10 01:29:00,2022-09-11 14:17:00,28,2,LI-Small
LI-Small::107,FAN-IN,10,3.5319444444444446,10,1,1,2022-09-10 04:08:00,2022-09-13 16:54:00,11,1,LI-Small
LI-Small::38,CYCLE,3,2.0868055555555554,3,3,1,2022-09-03 18:38:00,2022-09-05 20:43:00,3,2,LI-Small
LI-Small::39,STACK,26,3.933333333333333,26,26,1,2022-09-04 09:30:00,2022-09-08 07:54:00,39,11,LI-Small
LI-Small::66,STACK,30,4.445138888888889,30,30,1,2022-09-06 03:03:00,2022-09-10 13:44:00,45,2,LI-Small
LI-Small::114,CYCLE,13,3.970138888888889,13,13,1,2022-09-10 17:33:00,2022-09-14 16:50:00,13,5,LI-Small
LI-Small::15,FAN-IN,6,3.1479166666666667,6,1,1,2022-09-02 04:55:00,2022-09-05 08:28:00,7,1,LI-Small
LI-Small::65,STACK,2,2.120833333333333,2,2,1,2022-09-06 13:18:00,2022-09-08 16:12:00,2,1,LI-Small
LI-Small::60,STACK,16,3.9458333333333333,16,16,1,2022-09-05 15:11:00,2022-09-09 13:53:00,24,2,LI-Small
LI-Small::19,RANDOM,1,0.0,1,1,1,2022-09-02 11:29:00,2022-09-02 11:29:00,2,1,LI-Small
LI-Small::101,SCATTER-GATHER,28,3.936111111111111,15,15,1,2022-09-09 13:03:00,2022-09-13 11:31:00,16,2,LI-Small
LI-Small::29,SCATTER-GATHER,2,0.044444444444444446,2,2,1,2022-09-03 03:11:00,2022-09-03 04:15:00,2,1,LI-Small
LI-Small::54,BIPARTITE,7,1.3645833333333333,7,7,1,2022-09-05 05:05:00,2022-09-06 13:50:00,14,2,LI-Small
LI-Small::71,SCATTER-GATHER,30,4.013888888888889,16,16,1,2022-09-06 14:36:00,2022-09-10 14:56:00,17,2,LI-Small
LI-Small::68,RANDOM,7,3.3354166666666667,7,7,1,2022-09-06 05:23:00,2022-09-09 13:26:00,8,2,LI-Small
LI-Small::21,SCATTER-GATHER,30,3.9680555555555554,16,16,1,2022-09-02 18:59:00,2022-09-06 18:13:00,17,3,LI-Small
LI-Small::36,FAN-OUT,5,3.8625,1,5,1,2022-09-03 16:10:00,2022-09-07 12:52:00,6,2,LI-Small
LI-Small::41,STACK,8,3.4034722222222222,8,8,1,2022-09-04 05:20:00,2022-09-07 15:01:00,12,3,LI-Small
LI-Small::98,FAN-OUT,7,2.865972222222222,1,7,1,2022-09-09 02:42:00,2022-09-11 23:29:00,8,2,LI-Small
LI-Small::116,GATHER-SCATTER,2,0.25833333333333336,2,1,1,2022-09-10 15:58:00,2022-09-10 22:10:00,2,1,LI-Small
LI-Small::9,STACK,6,2.040277777777778,6,6,1,2022-09-03 08:45:00,2022-09-05 09:43:00,9,3,LI-Small
LI-Small::61,GATHER-SCATTER,19,7.955555555555556,10,11,1,2022-09-05 17:13:00,2022-09-13 16:09:00,20,3,LI-Small
LI-Small::62,GATHER-SCATTER,2,0.33055555555555555,2,1,1,2022-09-05 10:21:00,2022-09-05 18:17:00,2,1,LI-Small
LI-Small::32,CYCLE,11,3.7118055555555554,11,11,1,2022-09-03 06:57:00,2022-09-07 00:02:00,11,2,LI-Small
LI-Small::35,FAN-OUT,3,2.0284722222222222,1,3,1,2022-09-03 13:33:00,2022-09-05 14:14:00,4,3,LI-Small
LI-Small::23,STACK,6,2.671527777777778,6,6,1,2022-09-03 15:51:00,2022-09-06 07:58:00,9,2,LI-Small
LI-Small::90,RANDOM,6,3.58125,6,6,1,2022-09-08 03:14:00,2022-09-11 17:11:00,7,2,LI-Small
LI-Small::5,GATHER-SCATTER,2,0.16597222222222222,2,2,1,2022-09-01 04:01:00,2022-09-01 08:00:00,2,1,LI-Small
LI-Small::55,BIPARTITE,13,1.445138888888889,13,13,1,2022-09-05 09:21:00,2022-09-06 20:02:00,26,2,LI-Small
LI-Small::86,CYCLE,2,1.43125,2,2,1,2022-09-07 19:08:00,2022-09-09 05:29:00,2,1,LI-Small
LI-Small::95,CYCLE,4,2.276388888888889,4,4,1,2022-09-08 14:26:00,2022-09-10 21:04:00,4,2,LI-Small
LI-Small::14,RANDOM,11,3.6479166666666667,11,11,1,2022-09-01 21:48:00,2022-09-05 13:21:00,12,2,LI-Small
LI-Small::22,STACK,8,3.359722222222222,8,8,1,2022-09-03 08:41:00,2022-09-06 17:19:00,11,1,LI-Small
LI-Small::40,GATHER-SCATTER,1,0.0,1,1,1,2022-09-03 08:56:00,2022-09-03 08:56:00,1,1,LI-Small
LI-Small::34,BIPARTITE,8,1.6430555555555555,8,8,1,2022-09-03 12:48:00,2022-09-05 04:14:00,16,3,LI-Small
LI-Small::80,BIPARTITE,10,1.9854166666666666,10,10,1,2022-09-07 09:31:00,2022-09-09 09:10:00,20,1,LI-Small
LI-Small::73,FAN-IN,3,3.8777777777777778,3,1,1,2022-09-06 16:51:00,2022-09-10 13:55:00,4,1,LI-Small
LI-Small::17,STACK,30,4.19375,30,30,1,2022-09-02 07:09:00,2022-09-06 11:48:00,45,9,LI-Small
LI-Small::25,STACK,2,0.2763888888888889,2,2,1,2022-09-04 12:43:00,2022-09-04 19:21:00,3,2,LI-Small
LI-Small::96,RANDOM,6,2.3854166666666665,6,6,1,2022-09-08 20:42:00,2022-09-11 05:57:00,7,2,LI-Small
LI-Small::97,RANDOM,3,1.775,3,3,1,2022-09-08 20:42:00,2022-09-10 15:18:00,4,1,LI-Small
LI-Small::79,SCATTER-GATHER,2,1.7965277777777777,2,2,1,2022-09-07 07:49:00,2022-09-09 02:56:00,2,1,LI-Small
LI-Small::1,FAN-IN,8,2.827777777777778,8,1,1,2022-09-01 03:17:00,2022-09-03 23:09:00,9,1,LI-Small
LI-Small::76,BIPARTITE,1,0.0,1,1,1,2022-09-07 06:28:00,2022-09-07 06:28:00,2,1,LI-Small
LI-Small::103,BIPARTITE,3,1.4055555555555554,3,3,1,2022-09-09 22:42:00,2022-09-11 08:26:00,6,2,LI-Small
LI-Small::37,FAN-OUT,2,0.9194444444444444,1,2,1,2022-09-03 16:43:00,2022-09-04 14:47:00,3,2,LI-Small
LI-Small::83,SCATTER-GATHER,8,3.7868055555555555,5,5,1,2022-09-07 16:25:00,2022-09-11 11:18:00,6,2,LI-Small
LI-Small::42,RANDOM,5,3.525,5,5,1,2022-09-04 05:00:00,2022-09-07 17:36:00,6,3,LI-Small
LI-Small::109,CYCLE,13,3.942361111111111,13,13,1,2022-09-10 08:15:00,2022-09-14 06:52:00,13,2,LI-Small
